iter	Passed	Remaining
665	40303	20212
666	40365	20152
667	40423	20090
668	40474	20025
669	40526	19960
670	40577	19895
671	40632	19832
672	40687	19769
673	40739	19704
674	40792	19641
675	40850	19579
676	40916	19521
677	40975	19460
678	41027	19396
679	41096	19339
680	41155	19278
681	41214	19217
682	41270	19154
683	41332	19095
684	41397	19036
685	41459	18977
686	41525	18918
687	41582	18857
688	41638	18794
689	41700	18734
690	41758	18673
691	41818	18612
692	41873	18550
693	41929	18487
694	41985	18425
695	42057	18369
696	42119	18310
697	42182	18250
698	42246	18192
699	42305	18130
700	42369	18072
701	42434	18013
702	42491	17951
703	42545	17888
704	42615	17832
705	42670	17769
706	42726	17707
707	42781	17644
708	42834	17580
709	42889	17518
710	42941	17454
711	43006	17395
712	43063	17333
713	43117	17271
714	43172	17208
715	43226	17145
716	43283	17084
717	43331	17018
718	43382	16954
719	43443	16894
720	43499	16832
721	43560	16772
722	43617	16711
723	43672	16648
724	43724	16585
725	43780	16523
726	43861	16470
727	43941	16417
728	44010	16360
729	44075	16301
730	44133	16240
731	44191	16179
732	44262	16122
733	44322	16062
734	44387	16003
735	44440	15940
736	44499	15879
737	44560	15819
738	44620	15759
739	44680	15698
740	44740	15638
741	44805	15579
742	44856	15515
743	44911	15453
744	44967	15391
745	45023	15329
746	45076	15266
747	45130	15204
748	45197	15146
749	45249	15083
750	45301	15020
751	45352	14956
752	45404	14893
753	45455	14830
754	45509	14767
755	45564	14705
756	45620	14644
757	45679	14583
758	45740	14523
759	45795	14461
760	45866	14404
761	45924	14343
762	45986	14284
763	46046	14223
764	46100	14161
765	46155	14099
766	46209	14037
767	46262	13975
768	46318	13913
769	46373	13851
770	46425	13789
771	46484	13728
772	46542	13667
773	46601	13607
774	46655	13545
775	46704	13481
776	46761	13420
777	46816	13359
778	46868	13296
779	46924	13235
780	46997	13178
781	47058	13118
782	47116	13057
783	47171	12996
784	47219	12932
785	47269	12869
786	47321	12807
787	47373	12745
788	47430	12684
789	47482	12621
790	47531	12558
791	47585	12497
792	47635	12434
793	47687	12372
794	47746	12311
795	47803	12251
796	47866	12191
797	47921	12130
798	47992	12073
799	48045	12011
800	48100	11950
801	48153	11888
802	48211	11827
803	48263	11765
804	48313	11703
805	48365	11641
806	48417	11579
807	48469	11517
808	48519	11455
809	48574	11394
810	48632	11333
811	48687	11272
812	48748	11212
813	48799	11150
814	48846	11087
815	48900	11026
816	48961	10966
817	49012	10904
818	49066	10843
819	49121	10782
820	49173	10721
821	49224	10659
822	49282	10598
823	49340	10538
824	49393	10477
825	49447	10416
826	49502	10355
827	49569	10296
828	49632	10237
829	49704	10180
830	49767	10121
831	49820	10059
832	49874	9998
833	49933	9938
834	49989	9878
835	50040	9816
836	50088	9754
837	50143	9693
838	50200	9633
839	50253	9572
840	50307	9511
841	50366	9451
842	50422	9390
843	50480	9330
844	50533	9269
845	50585	9208
846	50636	9146
847	50687	9085
848	50741	9024
849	50810	8966
850	50873	8907
851	50947	8850
852	51019	8792
853	51082	8733
854	51134	8671
855	51190	8611
856	51246	8551
857	51302	8490
858	51367	8431
859	51432	8372
860	51498	8313
861	51556	8253
862	51617	8194
863	51678	8134
864	51743	8075
865	51803	8015
866	51867	7956
867	51934	7897
868	51995	7838
869	52054	7778
870	52117	7718
871	52180	7659
872	52254	7601
873	52315	7542
874	52373	7481
875	52463	7426
876	52522	7366
877	52578	7305
878	52644	7246
879	52718	7188
880	52770	7127
881	52822	7066
882	52876	7006
883	52935	6946
884	52994	6886
885	53058	6826
886	53117	6766
887	53173	6706
888	53237	6647
889	53298	6587
890	53352	6526
891	53410	6466
892	53467	6406
893	53526	6346
894	53582	6286
895	53639	6226
896	53701	6166
897	53763	6106
898	53819	6046
899	53873	5985
900	53934	5926
901	53996	5866
902	54052	5806
903	54105	5745
904	54155	5684
905	54207	5624
906	54264	5564
907	54315	5503
908	54364	5442
909	54421	5382
910	54480	5322
911	54540	5262
912	54598	5202
913	54657	5142
914	54718	5083
915	54772	5022
916	54823	4962
917	54889	4902
918	54946	4842
919	55003	4782
920	55057	4722
921	55115	4662
922	55185	4603
923	55250	4544
924	55307	4484
925	55354	4423
926	55406	4363
927	55461	4303
928	55517	4242
929	55575	4183
930	55640	4123
931	55707	4064
932	55767	4004
933	55827	3945
934	55897	3885
935	55956	3826
936	56021	3766
937	56085	3707
938	56148	3647
939	56234	3589
940	56285	3529
941	56340	3468
942	56388	3408
943	56446	3348
944	56498	3288
945	56550	3228
946	56602	3167
947	56655	3107
948	56714	3047
949	56768	2987
950	56832	2928
951	56892	2868
952	56963	2809
953	57028	2749
954	57094	2690
955	57157	2630
956	57215	2570
957	57272	2510
958	57332	2451
959	57393	2391
960	57451	2331
961	57507	2271
962	57557	2211
963	57604	2151
964	57657	2091
965	57715	2031
966	57767	1971
967	57836	1911
968	57897	1852
969	57949	1792
970	58003	1732
971	58063	1672
972	58120	1612
973	58179	1553
974	58232	1493
975	58290	1433
976	58346	1373
977	58401	1313
978	58454	1253
979	58507	1194
980	58559	1134
981	58617	1074
982	58671	1014
983	58725	954
984	58781	895
985	58843	835
986	58904	775
987	58966	716
988	59046	656
989	59128	597
990	59183	537
991	59231	477
992	59283	417
993	59333	358
994	59390	298
995	59449	238
996	59519	179
997	59593	119
998	59658	59
999	59713	0
